line_id,character,line,TextBlob_subjectivity,TextBlob_polarity,TextBlob_analysis
375,RILEY,"I was gonna go save seats for my friends, but thanks anyway.",0.2,0.2,Positive
376,VAL,"Oh. Uh, yeah. Okay. No worries.",0.5,0.5,Positive
377,JOY,"See, was that so hard?",0.541666667,-0.291666667,Negative
378,ANXIETY,"No, you’re totally right. That decision’s not gonna haunt us for the rest our lives at all.",0.535714286,0.285714286,Positive
379,RILEY,Bree and Grace!,0,0,Neutral
380,JOY,Time to celebrate!,0,0,Neutral
381,RILEY,Say Awoooga!,0,0,Neutral
382,RILEY,Awoooga!,0,0,Neutral
383,BREE,Awoooga!,0,0,Neutral
384,GRACE,Awoooga!,0,0,Neutral
385,COACH ROBERTS,"Alright ladies, let’s all settle in.",0,0,Neutral
386,ANXIETY,"Uh, Jane?",0,0,Neutral
387,COACH ROBERTS,"Ladies, settle in means settle down. I need your focus, which means now I'm gonna need your cell phones. All of them.",0.288888889,-0.155555556,Negative
388,COACH ROBERTS,"Ah-ah-ah! You’re here to work. Not goof around, Got that Andersen?",0,0,Neutral
389,RILEY,"Yes, coach.",0,0,Neutral
390,COACH ROBERTS,Please put all your phones in the basket. You can get them back at the end of camp.,0,0,Neutral
391,GRACE,"Wow, the coach is so serious.",0.833333333,-0.116666667,Negative
392,ANXIETY,"Jane, I’m just curious. Maybe um, I could…",1,-0.1,Negative
393,JOY,Thank you. Not now.,0,0,Neutral
394,RILEY,"I know, right?",0.535714286,0.285714286,Positive
395,COACH ROBERTS,"You think this is funny. Uh-huh. Well you know what else is funny? Skating lines. Now hit the ice, ladies!",1,0.28125,Positive
396,FIRE HAWKS MEMBER,"Great job, Michigan.",0.75,0.8,Positive
397,FIRE HAWKS MEMBER,"Thanks a lot, new girl.",0.327272727,0.168181818,Positive
398,ENNUI,Bravo Jane. She's totally fitting in now.,0.5,0.5,Positive
399,JOY,"Oh, thanks so much, Oui-Oui.",0.2,0.2,Positive
400,COACH ROBERTS,You're lagging behind Andersen! Skate harder!,0.35,-0.3125,Negative
401,COACH ROBERTS,"Alright ladies, take a breather. Then we'll divide you into teams.",0,0,Neutral
402,???,That Michigan girl is off to rough stuff.,0.4,-0.1,Negative
403,ANXIETY,"Oh no, are they talking about us?",0,0,Neutral
404,DANI,Yeah. There’s no way coach is putting her on the team if she can’t get it together,0,0,Neutral
405,VAL,"Uh, okay Dani. Like you had it all together when you were a freshman?",0.5,0.5,Positive
406,DANI,Ugh! I wasn’t that immature.,0,0,Neutral
407,SADNESS,"Oh.  I got you, big guy.",0.1,0,Neutral
408,ENVY,"Oh, I always wanted people to talk about us but not like this.",0,0,Neutral
409,SADNESS,"Oh Jane, what do we do now?",0,0,Neutral
410,JOY,"Um, we can just um...",0,0,Neutral
411,ANXIETY,I have an idea.,0,0,Neutral
412,JOY,Okay.,0.5,0.5,Positive
413,ANXIETY,"If we can get Val on our side, everything will be great.",0.75,0.8,Positive
414,RILEY,"Uh, Val?",0,0,Neutral
415,VAL,"Oh. Hey Riley, what’s up?",0,0,Neutral
416,RILEY,"Uh-uh, I... I’m so sorry. I didn't mean to get the whole team skating lines. I feel terrible. I respect you so much, I would never do anything to mess you up.",0.577083333,-0.264583333,Negative
417,JOY,"Uh, that’s laying it on a bit thick, don’t you think?",0.475,-0.3,Negative
418,ANXIETY,Shh. Jane.,0,0,Neutral
419,RILEY,You're a great hockey player and you lead the team so amazingly and I-I-I really look up to you.,0.616666667,0.533333333,Positive
420,VAL,"Okay, okay. Thanks. Listen, coach was pretty hard on you today. But it's not a bad thing. It means you're on her radar",0.568055556,0.251388889,Positive
421,RILEY,Really?,0.2,0.2,Positive
422,VAL,"Listen, I'm glad you came to talk with me. Hey, let’s try to be on the same team later. Okay?",0.40625,0.25,Positive
423,RILEY,"Oh, yeah. Cool.",0.65,0.35,Positive
424,ENVY,Wow. I wish I could do that!,1,0.125,Positive
425,ENNUI,Good job. Wow.,0.8,0.4,Positive
426,FEAR,Wow!,1,0.125,Positive
427,ANXIETY,"Oh, you guys, I mean it really wasn’t anything. I'm just trying to help.",0.44375,-0.05625,Negative
428,JOY,"I agree. Great job, Alex. I step back, you stepped in, you got Riley back on track, now I’m ready to step back in.",0.25,0.2,Positive
429,ANXIETY,"Uh, but that was just part one of my plan.",0,0,Neutral
430,JOY,There’s a part two?,0,0,Neutral
431,ANXIETY,"A good plan has many parts, Jane.",0.55,0.6,Positive
432,COACH ROBERTS,"Okay ladies, we’re gonna form your teams for the rest of camp. Now split yourselves down the middle. Team one on the right, team two on the left.",0.264920635,0.126031746,Positive
433,BREE,Let’s do this.,0,0,Neutral
434,GRACE,"We’re on the same team, right?",0.330357143,0.142857143,Positive
435,RILEY,Right.,0.535714286,0.285714286,Positive
436,ENVY,Val wants us!,0.1,0.25,Positive
437,JOY,But we promised Bree and Grace.,0,0,Neutral
438,ANXIETY,"Jane, we have to plan for the future.",0.125,0,Neutral
439,ANXIETY,"Come on, Riley, move. Move those feet. Val's on team one, you want to be on team one, let’s go!",0,0,Neutral
440,JOY,She made a promise to her friends. She’s not gonna break it.,0,0,Neutral
441,ANXIETY,"Oh, you’re so right, Jane.",0.535714286,0.285714286,Positive
442,JOY,What are you doing?,0,0,Neutral
443,JOY,"No, you can’t have that! Put that back!",0,0,Neutral
444,ANXIETY,"Jane, I don’t mean to overstep, but it has to be done!",0.6875,-0.390625,Negative
445,JOY,"Wait, what are you — no!",0,0,Neutral
446,JOY,No…,0,0,Neutral
447,ANXIETY,"I know change is scary, bu-but watch.",1,-0.5,Negative
448,VAL,"Alright, welcome to our team, Michigan.",0.9,0.8,Positive
449,JOY,That is not Riley.,0,0,Neutral
450,ANXIETY,"I know, it’s a better Riley.",0.5,0.5,Positive
451,ENVY,A Riley who won’t be alone next year.,0,0,Neutral
452,ANXIETY,"We build her a new sense of self, a brand new her.",0.454545455,0.136363636,Positive
453,JOY,No no no! You can't go down there with that.,0.288888889,-0.155555556,Negative
454,ANGER,Over my dead flaming body!,0.4,-0.25,Negative
455,ANXIETY,I am truly sorry. I was so looking forward to working with you guys.,1,-0.5,Negative
456,JOY,What do you think you're doing?,0,0,Neutral
457,ANGER,Get off me!,0,0,Neutral
458,ANXIETY,"Riley’s life is more complex now. It requires more specific emotions than all of you. You just aren’t what she needs anymore, Jane.",0.38125,0.175,Positive
459,FEAR,How dare you madam?,0,0,Neutral
460,JOY,You can’t just bottle us up!,0,0,Neutral
461,ANXIETY,"Oh, that’s a great idea.",0.75,0.8,Positive
462,ANXIETY,"It’s not forever, it’s just until Riley makes varsity or until she turns eighteen, or ma-maybe forever. I don't know. We'll have to see. Uh, bye!",0,0,Neutral
463,JOY,Alex! Riley needs us!,0,0,Neutral
464,ANXIETY,"Okay. Don’t worry, Riley. You're in good hands. Now let's change everything about you.",0.55,0.6,Positive
465,ENVY,"Quick question: How do we build a new Riley, which I'm loving by the way. Amazing concept, if it took them thirteen years to build the old one?",0.600909091,0.353939394,Positive
466,ANXIETY,"Well, good news is we’re not starting from scratch.",0.35,0.35,Positive
467,ENVY,I wanna plant one.,0,0,Neutral
468,ANXIETY,Next time.,0,0,Neutral
469,RILEY'S BELIEF,"If I'm a Fire Hawk, I won’t be alone.",0,0,Neutral
470,SADNESS,We’re gonna be here forever!,0,0,Neutral
471,FEAR,Where are you putting us?,0,0,Neutral
472,DAVE,The same place we keep all of Riley's secrets.,0.125,0,Neutral
473,FEAR,We’re not secrets.,0,0,Neutral
474,FRANK,"Oh yeah, yeah, yeah. We’re not secrets, we’re making a big mistake.",0.1,0,Neutral
475,DAVE,Never heard that before.,0,0,Neutral
476,FEAR,We are suppressed emotions!,0,0,Neutral
477,SADNESS,Poor Riley!,0.6,-0.5,Negative
478,ANGER,Get us out right now out of here!,0.535714286,0.357142857,Positive
479,DISGUST,We don't belong in a jar!,0,0,Neutral
480,JOY,No no no. Riley’s gonna be fine. Totally fine.,0.5,0.416666667,Positive
481,BLOOFY,Hey there. You know what we call that? Denial. Can you say denial?,0,0,Neutral
482,EMOTIONS,Ah!,0,0,Neutral
483,BLOOFY,Hi friends. Welcome! It’s so good to have you here with us today.,0.75,0.85,Positive
484,JOY,It’s Bloofy!,0,0,Neutral
485,DISGUST,From that preschool show Riley used to like?,0,0,Neutral
486,BLOOFY,"That’s right and here’s a little secret.  Riley still likes the show. Stomp like an elephant, Scurry like a mouse! Make your way down to Bloofy's House!",0.506150794,-0.14905754,Negative
487,ANGER,Please kill me.,0,0,Neutral
488,JOY,"Bloofy, we’re in a real pickle, could you help us get out of here?",0.3,0.2,Positive
489,BLOOFY,"Uh oh, we’re gonna need your help. Can you find a way out?",0,0,Neutral
490,ANGER,Who are you talking to?,0,0,Neutral
491,BLOOFY,My friends.  Do you see a key? I don’t either.,1,0,Neutral
492,FEAR,"Okay, we’re doomed.",0.5,0.5,Positive
493,LANCE SLASHBLADE,Indeed. Welcome to your eternal fate.,0.9,0.8,Positive
494,DISGUST,Lance Slashblade?!,0,0,Neutral
495,SADNESS,But he’s a video game character. Why is he here?,0.4,-0.4,Negative
496,DISGUST,"Yeah, I always thought Riley had a secret crush on him.",0.7,-0.4,Negative
497,JOY,I never saw the appeal.,0,0,Neutral
498,LANCE SLASHBLADE,"I long to be a hero, but darkness haunts my past.",0.325,-0.15,Negative
499,SADNESS,"Oh, I didn't knew.",0,0,Neutral
500,ANGER,"Oh, I get it.",0,0,Neutral
501,FEAR,I'm in a 100 percent.,0,0,Neutral
502,DISGUST,I just wanna brush his hair.,0,0,Neutral
503,FEAR,"Uh, who’s that?",0,0,Neutral
504,BLOOFY,That’s Riley’s Deep Dark Secret.,0.5,-0.183333333,Negative
505,FEAR,Wha- What is the secret?,0.7,-0.4,Negative
506,LANCE SLASHBLADE,You don’t want to know.,0,0,Neutral
507,JOY,"Riley’s secrets, a rogue emotion has taken over Headquarters. Now if you could just open the jar...",0.5,0,Neutral
508,BLOOFY,"Hey kids. Let's learn some Latin. Do you know quid pro quo? We get you out of that jar, then you can get us out of this safe.",0.5,0.5,Positive
509,LANCE SLASHBLADE,No Bloofy. Their destiny is not ours to change. We were all banished here. Dented unfit. Worthless.,0.9,-0.8,Negative
510,DISGUST,Don’t you dare say that. You do not deserve to be thrown away.,0,0,Neutral
511,JOY,"Uh, one second, Lance. Don't you remember his power move?",0,0,Neutral
512,GRACE,I'm coming for you Riley!,0,0,Neutral
513,RILEY,Oh yeah? Watch this!,0,0,Neutral
514,RILEY,Come on!,0,0,Neutral
515,DISGUST,"You listen to me, Lance Slashblade. No one is totally worthless.",0.9,-0.8,Negative
516,LANCE SLASHBLADE,But I am a warrior cursed with a feeble attack.,1,-0.5,Negative
517,DISGUST,Then you must make your curse your gift.,0,0,Neutral
518,LANCE SLASHBLADE,Shield yourselves my friends. For I shall set you all free!,0.8,0.5,Positive
519,JOY,"Hey, little help?",0.5,-0.1875,Negative
520,BLOOFY,"Great job, Dark Secret. Now it’s your turn to help us. My pouch has just the thing to get us out of here. Everybody say “Oh, Pouchy!”",0.616666667,0.05,Positive
521,EVERYONE,"Oh, Pouchy!",0,0,Neutral
522,POUCHY,"Hi, everybody. I’m Pouchy!",0,0,Neutral
523,BLOOFY,"Pouchy, we need to escape. Do you have anything that can help us?",0,0,Neutral
524,POUCHY,I have lots of items. Which one do you think will work the best? A tomato? A frog? Or exploding dynamite?,0.3,1,Positive
525,ANGER,"Oh, for cryin' out loud!",0.8,0.125,Positive
526,BLOOFY,"Yay, we did it, everyone! Let's all sing the ""We did it"" song!",0,0,Neutral
527,EMOTIONS,NO TIME!!!,0,0,Neutral
528,LANCE SLASHBLADE,"Thank you, friends. I must.. I must be leaving you.",0,0,Neutral
529,SADNESS,What about Dark Secret?,0.55,-0.275,Negative
530,DARK SECRET,Not yet.,0,0,Neutral
531,JOY,"Yeah, that’s probably best for everybody.",0.3,1,Positive
532,FRANK,Hey! Who let you out?! Get back in there!,0,0,Neutral
533,DISGUST,What are we gonna do?,0,0,Neutral
534,LANCE SLASHBLADE,"Oh, disgusted one, as you once believed in me, I will now believe in myself.",1,-1,Negative
535,FEMALE MIND COP,What?,0,0,Neutral
536,BIG MIND COP,"What’s happening?! Hey, hey!",0,0,Neutral
537,DAVE,"Frank, help!",0,0,Neutral
538,FRANK,Hold on!,0,0,Neutral
539,DISGUST,Lance!,0,0,Neutral
540,LANCE SLASHBLADE,"Goodbye, friends! Hello, destiny!",0,0,Neutral
541,JOY,"Well, there's a lift for every pop. Come on!",0,0,Neutral
542,FEAR,What do we do? What do we do?,0,0,Neutral
543,JOY,"Andy, stop! Where are you going?",0,0,Neutral
544,ANGER,"Um, back to Headquarters? To help Riley!",0,0,Neutral
545,JOY,Riley’s not up there. She’s out there. We can’t go back without her sense of self.,0,0,Neutral
546,FEAR,You want us to go all the way to the back of the mind? Are you out of your mind?,0,0,Neutral
547,SADNESS,"Jane, how do we-",0,0,Neutral
548,MIND COP,Freeze!,0,0,Neutral
549,JOY,Come on!,0,0,Neutral
550,MIND COP,Hold it right there!,0.535714286,0.357142857,Positive
551,DISGUST,"How do we get there? Do you even have a plan, Jane?",0,0,Neutral
552,FEAR,I bet Alex would have a really good plan.,0.6,0.7,Positive
553,JOY,"Of course I have a plan. Who doesn’t have a plan? Look, she’s not the only one who can forget the future. First, all we have to do is um… give me second. Oh! Follow the stream of consciousness, And then we take a nice easy float all the way to the back of the mind.",0.470238095,0.183333333,Positive
554,FEAR,Where all the bad memories are.,0.666666667,-0.7,Negative
555,JOY,Exactly. And there we’ll find the Riley we know and love. We’ll put her sense of self back and then Riley will be Riley again.,0.283333333,0.25,Positive
556,FEAR,"Okay, I’m gonna give it to you. That could actually work.",0.3,0.25,Positive
557,JOY,"Yeah, it could! And then I tell Alex: “Hey, don’t worry so much anymore”, and she’ll say. “Wow Jane, I never thought of that before. Thank you."" And then we hug and become best friends.",0.5,0.433333333,Positive
558,ANGER,And then I punt her into the dump.,0,0,Neutral
559,JOY,Wh- No! Andy!,0,0,Neutral
560,ANGER,Okay fine. no punting.,0.5,0.458333333,Positive
561,JOY,Don’t worry. I know right where the stream is. Steve and I have been here before. Oh.,0.535714286,0.285714286,Positive
562,DISGUST,"Jane, this is a dead end.",0.4,-0.2,Negative
563,FEAR,Those are the worst kinds of ends!,1,-1,Negative
564,SADNESS,Everything's changing so fast.,0.6,0.2,Positive
565,ANGER,"So, we’re lost.",0,0,Neutral
566,JOY,"No, you're never lost if you're havin' fun!",0.2,0.375,Positive
567,DISGUST,"No one is having fun, Jane.",0.2,0.3,Positive
568,JOY,"Oh come on, look at Steve. She’s havin' a great time!",0.75,1,Positive
569,ANGER,I thought you knew where you were going.,0,0,Neutral
570,JOY,"I do. I did. I, I just need a moment.",0,0,Neutral
571,DISGUST,She doesn't know.,0,0,Neutral
572,FEAR,We’re stuck here!,0,0,Neutral
573,SADNESS,Oh! Riley’s awake.,0,0,Neutral
574,JOY,"Wait, she’s up too early. What are they doing to her? Come on! We’ll find another way. Don’t worry, Riley. We’re coming.",0.3,0.125,Positive
575,ENNUI,Why are we up so early?,0.3,0.1,Positive
576,ANXIETY,"Because mon ami, we need to speed things up. And that means we hit the ice early and practice like we've never practiced before.",0.3,0.1,Positive
577,ENNUI,Aren't we already good at hockey?,0.6,0.7,Positive
578,ENVY,"We’re good, but the Fire Hawks are great.",0.675,0.75,Positive
579,ANXIETY,"That's right. Every time we miss, we skate a lap around the rink. Hockey is not a game, it is a sport.",0.467857143,0.242857143,Positive
580,ENVY,That was amazing.,0.9,0.6,Positive
581,ANXIETY,We need to be that good every time. Let’s run it again.,0.6,0.7,Positive
582,VAL,"Hey, I see I'm not the only one who likes to start early.",0.65,0.05,Positive
583,ANXIETY,"You guys, it’s Val. We had the same idea!",0.125,0,Neutral
584,ENVY,We’re basically the same person. We’re gonna be best friends.,0.2125,0.5,Positive
585,VAL,How long have we been here?,0.4,-0.05,Negative
586,RILEY,I-I don't know. Maybe an hour? I just wanted to get in some extra ice time.,0.1,0,Neutral
587,VAL,I’m the same way.,0.125,0,Neutral
588,ANXIETY,Oh my gosh. She gets us.,0,0,Neutral
589,VAL,See? I told the other girls you'd figure it out. You get what it takes to be the best.,0.3375,0.4375,Positive
590,ENVY,Look at us. This is going great.,0.75,0.8,Positive
591,ANXIETY,"Yeah, but we need Val to really like us.",0.2,0.2,Positive
592,ENVY,Oh! We should ask Val lots of questions. People love talking about themselves.,0.6,0.5,Positive
593,RILEY,So what was your freshman year on the Fire Hawks like?,0,0,Neutral
594,VAL,I mean. It was a lot of work. Like a lot. But It’s also how I met my best friends.,0.49375,0.34375,Positive
595,ANXIETY,Val is sharing things with us!,0,0,Neutral
596,VAL,"Hey, a few of us are just gonna hang out tonight, order some food. You should come!",0.1,-0.25,Negative
597,ENVY,Oh. An exclusive invitation. We’re going!,0,0,Neutral
598,RILEY,Really?,0.2,0.2,Positive
599,VAL,Definitely! It'll be fun.,0.2,0.3,Positive
600,COACH ROBERTS,"Alright ladies, let’s warm up.",0.6,0.6,Positive
601,GRACE,"Hey, Riley.",0,0,Neutral
602,RILEY,Hi.,0,0,Neutral
603,ENVY,We are not sharing Val with them.,0,0,Neutral
604,VAL,Early mornings make me so hungry.,0.3,0.1,Positive
605,RILEY,"I know, right? I'd give anything for a piece of pizza right now.",0.535714286,0.285714286,Positive
606,VAL,Yes!,0,0,Neutral
607,JOY,See? I’d told ya I found it. The stream of consciousness.,0,0,Neutral
608,SADNESS,But Jane...,0,0,Neutral
609,FEAR,Whoa! Our girl is hungry!,0,0,Neutral
610,JOY,Hop on something delicious.,1,1,Positive
611,SADNESS,Jane...,0,0,Neutral
612,DISGUST,Ooh. Deep dish.,0.4,0,Neutral
613,FEAR,And it's still warm.,0.6,0.6,Positive
614,JOY,"Extra cheese baby! Steve, come on.",0.1,0,Neutral
615,SADNESS,"But I’ve been trying to tell you! We can’t take the tube back, Jane! Someone has to be at the console to recall us.",0,0,Neutral
616,DISGUST,She’s right. We’d be stranded.,0.535714286,0.285714286,Positive
617,FEAR,Yeah. Alex would have thought about that.,0,0,Neutral
618,JOY,"Well I doubt it. Fine. Okay, Uh... So, someone’s gonna have to crawl up that tube and go back to headquarters. And at the right moment, bring us back.",0.307142857,0.24047619,Positive
619,ANGER,"Oh, I’ll do it! I’ll pound that orange-",0,0,Neutral
620,JOY,"I don’t think so, punty.",0,0,Neutral
621,FEAR,Okay. Here's the thing..,0.5,0.5,Positive
622,JOY,You were never an option.,0,0,Neutral
623,FEAR,Thank you.,0,0,Neutral
624,DISGUST,"You want me to crawl through a tube, in this? Yeah, not happening.",0,0,Neutral
625,SADNESS,"Oh, no. Not me.",0,0,Neutral
626,JOY,"Yes, Steve, you can do it. You know the console better than everybody. You've read the manuals cover to cover.",0.5,0.5,Positive
627,SADNESS,"I mean you say that, but I know a lot less about Manual 28 chapter 7 ""How to Recall Non-Memory Objects"" than most folks realize.",0.418055556,0.006944444,Positive
628,JOY,You’re proving my point for me. Steve. That sounds like a yes.,0,0,Neutral
629,MIND WORKER,Where is everybody? You on break again?,0,0,Neutral
630,JOY,"Ooh! Walkie Talkies! Here! Check, check, check. Can you hear me? I'm gonna press a button. Go for Jane. Copy that, over. Oh, I love 'em. We’ll signal you when we get there and then you bring us back. Steve, it's the fastest way back to headquarters.",0.2,0.166666667,Positive
631,SADNESS,"Jane, I can’t do it. I’m not strong like you are.",0.733333333,-0.216666667,Negative
632,JOY,"I know you, Steve. You are strong. I can’t you specific examples right now, but you got this. Just don’t look down and keep moving.",0.420734127,0.140873016,Positive
633,SADNESS,"Okay, I can do it.",0.5,0.5,Positive
634,JOY,She’ll be okay. Right?,0.517857143,0.392857143,Positive
635,ANGER,"Ah. Fifty, fifty.",0,0,Neutral
636,VAL,Want one?,0,0,Neutral
637,ENVY,But we hate those things. They taste like cardboard.,0.9,-0.8,Negative
638,ANXIETY,We can't say no to Val.,0,0,Neutral
639,ENVY,"Okay, no. You are so right. We eat whatever Val eats!",0.517857143,0.428571429,Positive
640,ANXIETY,That’s the spirit!,0,0,Neutral
641,ENVY,Whoo!,0,0,Neutral
642,ANXIETY,"Enrique, I think you’re really in the zone. Take the wheel. I’ll be right back.",0.245238095,0.161904762,Positive
643,ENVY,"She picked me, she picked me! Do you see that, Pierre? She picked me.",0,0,Neutral
644,ENNUI,You care so much about things.,0.2,0.2,Positive
645,RILEY,It's got a very interesting texture. It tastes like. What does it remind me of? Um...,0.65,0.65,Positive
646,JOY,Cardboard? Asparagus?! BROCCOLI?!?!?! What are they doing to her up there?!?!,0,0,Neutral
647,ANGER,"I don't know, but we have to go.",0,0,Neutral
648,DISGUST,"No! No, way am I-",0,0,Neutral
649,ANGER,We have to! Riley needs us.,0,0,Neutral
650,DISGUST,"Okay, fine! Ew, ew!",0.5,0.575520833,Positive
651,DISGUST,I think I'm gonna be sick.,0.857142857,-0.714285714,Negative
652,RILEY'S BELIEF,"If I'm good at hockey, I'll have friends.",0.6,0.7,Positive
653,VAL,"Okay, Miss Riley.",0.5,0.5,Positive
654,DANI,"Yeah! Way to go, Michigan.",0,0,Neutral
655,COACH ROBERTS,"Alright ladies, great day today. Take it easy tonight.",0.791666667,0.616666667,Positive
656,ANXIETY,Yes! This is the moment we’ve been waiting for. Party time with Val and our future besties. Why are we stopping? What’s going on?,0.125,0,Neutral
657,DANI,There it is. The red notebook.,0,0,Neutral
658,VAL,Don’t say it like that. You’ll freak her out.,0,0,Neutral
659,RILEY,Why would it freak me out?,0,0,Neutral
660,DANI,Only because everything coach thinks about you is in there. The good and the bad.,0.755555556,3.70E-17,Positive
661,DEBBI,Whether she wants you on the team-,0.1,0.2,Positive
662,DANI,Or not.,0,0,Neutral
663,VAL,"You guys, too much.",0.2,0.2,Positive
664,DEBBI,What? It's the truth.,0,0,Neutral
665,ENVY,What do you think she’s written about us?,0,0,Neutral
666,ANXIETY,I don’t know. Do you think it’s bad?,0.666666667,-0.7,Negative
667,ENVY,"Well, I didn't until now. What if she's made a list of all her favorite players and we’re not on it?",1,0.5,Positive
668,ANXIETY,Or a list the one of the worst players and we're at the top!,0.75,-0.1875,Negative
669,ENVY,Or worse! We’re not on either list and we fade into obscurity!,0.6,-0.625,Negative
670,ENNUI,"Uh, sorry to interrupt you, But they’re walking away.",1,-0.5,Negative
671,ENVY,"We’re losing them, we're losing them!",0,0,Neutral
672,ANXIETY,"Okay, first pretend with the group. We just got to act casual. Uh, why do our arms swing like that when we walk?",0.566666667,0.083333333,Positive
673,ENVY,Try to keep them still.,0,0,Neutral
674,ANXIETY,That looks crazy!,0.9,-0.75,Negative
675,ENVY,Okay. We'll walk like Debbi. Her arms have rhythm.,0.5,0.5,Positive
676,ANXIETY,"No, you’re making it worse.",0.6,-0.4,Negative
677,ENVY,"Well, that wasn’t my intention. I’m sorry for trying something!",1,-0.625,Negative
678,ENNUI,"Uh, what do you think the pockets are for?",0,0,Neutral
679,ENVY,Oh. That's good.,0.6,0.7,Positive
680,ANXIETY,Okay. I am very proud of you.,0.75,0.75,Positive
681,ENVY,What are they laughing about? Does anybody know what cool people laugh about?,0.375,0.325,Positive
682,ANXIETY,I don’t know. We we’re too focused on the arms thing. Just pretend we get the joke.,0,0,Neutral
683,FEAR,Jane! Andy is taking up the floret.,0,0,Neutral
684,DISGUST,Do you see this asparagus? I can stand.,0,0,Neutral
685,ANGER,Frank! What is the matter with you?,0,0,Neutral
686,FEAR,I don’t like this vessel.,0,0,Neutral
687,JOY,"Well, that’s all we have.",0,0,Neutral
688,ANGER,How much longer till we get there?,0.2,0.2,Positive
689,JOY,We'll get there when we get there.,0,0,Neutral
690,FEAR,I bet Alex would know how long down to the minute.,0.344444444,-0.102777778,Negative
691,JOY,"Well, she just knows everything, doesn't she?",0,0,Neutral
692,FEAR,"Look, I don’t like her words and I do not like her actions. I just think I can change her.",0,0,Neutral
693,JOY,You know what? Who likes banana bread? Show of hands.,0,0,Neutral
694,???,So Michigan. Who’s your favorite band?,1,0.5,Positive
695,ANXIETY,Everyone’s staring at us. There’s only one right answer to this question.,0.767857143,0.142857143,Positive
696,RILEY,"Oh! ""Get Up and Glow!""! They’re so awesome.",1,1,Positive
697,VAL,"""Get Up and Glow!""! I was all over them in middle school.",0,0,Neutral
698,DANI,You serious?,0.666666667,-0.333333333,Negative
699,VAL,"Yeah, I was a Glow Girly. Relax.",0,0,Neutral
700,ENVY,No! We need a band they think is cool. Not that we actually like!,0.375,0.175,Positive
701,ANXIETY,"Quick, recall anything we know about music.",0.5,0.333333333,Positive
702,SADNESS,Uh-oh!,0,0,Neutral
703,ENVY,"We have to know one cool song, right?",0.592857143,0.317857143,Positive
704,ANXIETY,"Embarrassment, get that out of here. Hang on, there’s got to be something in here. Something-",0,0,Neutral
705,ENVY,"I'm looking, I'm looking!",0,0,Neutral
706,ENVY,This is the best we have. It’s mostly jingles and dad’s yacht rock.,0.4,0.75,Positive
707,DANI,"But I mean, you don’t still like ""Get Up and Glow!"", do you?",0.6875,-0.390625,Negative
708,ANXIETY,"Okay, don’t panic, what do we do? If we don't like their music, we got nothing to offer these girls.",0.5,0.5,Positive
709,ENNUI,Pardon. Excuse moi. I’ve been waiting my whole life for this very moment.,0.25,0.116666667,Positive
710,RILEY,Oh yeah. I looooove Get up and glow.,0,0,Neutral
711,EMOTIONS,,0,0,Neutral
712,JOY,Abandon broccoli!,0,0,Neutral
713,DISGUST,Jane!,0,0,Neutral
714,ANGER,Give us your hand. Come on.,0,0,Neutral
715,FEAR,What is that?,0,0,Neutral
716,MIND WORKER,That’s a sar-chasm! It can open for miles! Run for your lives!,0.5,0,Neutral
717,DISGUST,Sar-chasm? Really?,0.2,0.2,Positive
718,RILEY,"""Get Up and Glow!"" is my favorite band.",1,0.5,Positive
719,JOY,"But she loves ""Get Up and Glow!"". They choreographed their own dances.",1,0.6,Positive
720,FEAR,"Okay, Jane, if we can’t follow the stream, we don’t know where we’re going. And if we don’t know where we’re going, we can’t follow the steam! It is an endless loop of tragedy and consequence!",0.625,0.234375,Positive
721,JOY,Or we can just ask those guys.,0,0,Neutral
722,FEAR,"Oh yeah, or that.",0,0,Neutral
723,JOY,"Boy, are we so lucky we ran into you guys!",0.833333333,0.416666667,Positive
724,JOY'S VOICE,"Boy, are we so lucky we ran into you guys!",0.833333333,0.416666667,Positive
725,FRITZ,Huh?,0,0,Neutral
726,FEAR,"Please, we really need your help!",0.2,0.25,Positive
727,FEAR'S VOICE,We really need your help!,0.2,0.25,Positive
728,MIND WORKER,What’s their problem?,0,0,Neutral
729,DISGUST,"Guys, you just gotta turn on the charm. Hey!",0,0,Neutral
730,DISGUST'S VOICE,I bet you're the best crane crew in the world!,0.3,1,Positive
731,FRITZ,"Wow, those guys are jerks.",1,0.1,Positive
732,ANGER,"Wow, those guys are jerks.",1,0.1,Positive
733,RILEY,"Oh yeah. ""Get up and Glow!"" is so awesome.",1,1,Positive
734,BREE,"Riley, what are you talking about? You love ""Get Up and Glow!"".",0.6,0.625,Positive
735,RILEY,"Oh! Uh, hey guys.",0,0,Neutral
736,ENVY,Why are our best friends always trying to hang out with us?,0.3,1,Positive
737,GRACE,"Come on, Riley, we just went to their concert.",0,0,Neutral
738,RILEY,"Well, yeah. I mean sure. But like..",0.788194444,0.09375,Positive
739,BREE,But what?,0,0,Neutral
740,GRACE,We had a great time!,0.75,1,Positive
741,ANXIETY,"Grace, you are not helping.",0,0,Neutral
742,RILEY,"Oh, yeah. We had a great time.",0.75,0.8,Positive
743,JOY,Why can’t they just leave her alone?,0,0,Neutral
744,ANGER,What are we gonna do now Jane?,0,0,Neutral
745,JOY,"We go the long way, which is the best day. Stretch those hammies, Andy. Let’s go.",0.35,0.475,Positive
746,RILEY,Best night of my life.,0.3,1,Positive
747,GRACE,"Well, this has been really fun.",0.2,0.3,Positive
